service_date,day_type,bus,rail_boardings,total_rides,year,month,day_of_week,period,day_of_year,lag_1,lag_7,lag_30,rolling_7,rolling_30
2007-02-27,W,998059,610100,1608159,2007,2,1,Before 2020,58,597444.0,626057.0,199255.0,514641.5714285714,482202.6666666667
2007-02-28,W,997324,617882,1615206,2007,2,2,Before 2020,59,610100.0,631249.0,594742.0,512362.0,495897.5
2007-03-01,W,991173,616136,1607309,2007,3,3,Before 2020,60,617882.0,631479.0,604145.0,510452.4285714286,496668.8333333333
2007-03-02,W,961731,596551,1558282,2007,3,4,Before 2020,61,616136.0,617663.0,598814.0,508260.5714285714,497068.5333333333
2007-03-03,A,582869,304060,886929,2007,3,5,Before 2020,62,596551.0,302947.0,616420.0,505244.5714285714,496993.1
2007-03-04,U,400292,214735,615027,2007,3,6,Before 2020,63,304060.0,195652.0,584607.0,505403.5714285714,486581.1
2007-03-05,W,861145,558483,1419628,2007,3,0,Before 2020,64,214735.0,597444.0,247767.0,508129.71428571426,474252.0333333333
2007-03-06,W,1004928,611416,1616344,2007,3,1,Before 2020,65,558483.0,610100.0,162712.0,502563.85714285716,484609.23333333334
2007-03-07,W,1000287,611040,1611327,2007,3,2,Before 2020,66,611416.0,617882.0,500675.0,502751.85714285716,499566.0333333333
2007-03-08,W,1019684,625383,1645067,2007,3,3,Before 2020,67,611040.0,616136.0,564981.0,501774.4285714286,503244.86666666664
2007-03-09,W,1021269,616768,1638037,2007,3,4,Before 2020,68,625383.0,596551.0,593113.0,503095.4285714286,505258.26666666666
2007-03-10,A,645222,343183,988405,2007,3,5,Before 2020,69,616768.0,304060.0,591797.0,505983.5714285714,506046.76666666666
2007-03-11,U,435861,237257,673118,2007,3,6,Before 2020,70,343183.0,214735.0,582089.0,511572.5714285714,497759.63333333336
2007-03-12,W,1009154,613447,1622601,2007,3,0,Before 2020,71,237257.0,558483.0,292046.0,514790.0,486265.23333333334
2007-03-13,W,1053169,648460,1701629,2007,3,1,Before 2020,72,613447.0,611416.0,201895.0,522642.0,496978.6
2007-03-14,W,1010219,631196,1641415,2007,3,2,Before 2020,73,648460.0,611040.0,530211.0,527934.0,511864.1
2007-03-15,W,1011742,635295,1647037,2007,3,3,Before 2020,74,631196.0,625383.0,607127.0,530813.4285714285,515230.26666666666
2007-03-16,W,1019835,638871,1658706,2007,3,4,Before 2020,75,635295.0,616768.0,596676.0,532229.4285714285,516169.2
2007-03-17,A,622487,432315,1054802,2007,3,5,Before 2020,76,638871.0,343183.0,604415.0,535387.0,517575.7
2007-03-18,U,420366,236110,656476,2007,3,6,Before 2020,77,432315.0,237257.0,589591.0,548120.1428571428,511839.0333333333
2007-03-19,W,1007874,607303,1615177,2007,3,0,Before 2020,78,236110.0,613447.0,306944.0,547956.2857142857,500056.3333333333
2007-03-20,W,1031451,620644,1652095,2007,3,1,Before 2020,79,607303.0,648460.0,226617.0,547078.5714285715,510068.3
2007-03-21,W,970928,596843,1567771,2007,3,2,Before 2020,80,620644.0,631196.0,466950.0,543104.8571428572,523202.5333333333
2007-03-22,W,1025487,620409,1645896,2007,3,3,Before 2020,81,596843.0,635295.0,626057.0,538197.2857142857,527532.3
2007-03-23,W,997803,601679,1599482,2007,3,4,Before 2020,82,620409.0,638871.0,631249.0,536070.7142857143,527344.0333333333
2007-03-24,A,619377,326859,946236,2007,3,5,Before 2020,83,601679.0,432315.0,631479.0,530757.5714285715,526358.3666666667
2007-03-25,U,442112,267216,709328,2007,3,6,Before 2020,84,326859.0,236110.0,617663.0,515692.4285714286,516204.36666666664
2007-03-26,W,1011806,604279,1616085,2007,3,0,Before 2020,85,267216.0,607303.0,302947.0,520136.14285714284,504522.8
2007-03-27,W,1010067,606509,1616576,2007,3,1,Before 2020,86,604279.0,620644.0,195652.0,519704.14285714284,514567.2
2007-03-28,W,981180,608639,1589819,2007,3,2,Before 2020,87,606509.0,596843.0,597444.0,517684.85714285716,528262.4333333333
2007-03-29,W,1014456,626073,1640529,2007,3,3,Before 2020,88,608639.0,620409.0,610100.0,519370.0,528635.6
2007-03-30,W,1037493,621496,1658989,2007,3,4,Before 2020,89,626073.0,601679.0,617882.0,520179.14285714284,529168.0333333333
2007-03-31,A,608037,323073,931110,2007,3,5,Before 2020,90,621496.0,326859.0,616136.0,523010.14285714284,529288.5
2007-04-01,U,425595,222200,647795,2007,4,6,Before 2020,91,323073.0,267216.0,596551.0,522469.28571428574,519519.73333333334
2007-04-02,W,936869,574727,1511596,2007,4,0,Before 2020,92,222200.0,604279.0,304060.0,516038.4285714286,507041.36666666664
2007-04-03,W,932688,564461,1497149,2007,4,1,Before 2020,93,574727.0,606509.0,214735.0,511816.71428571426,516063.6
2007-04-04,W,874823,565985,1440808,2007,4,2,Before 2020,94,564461.0,608639.0,558483.0,505809.85714285716,527721.1333333333
2007-04-05,W,892666,577450,1470116,2007,4,3,Before 2020,95,565985.0,626073.0,611416.0,499716.4285714286,527971.2
2007-04-06,W,822387,508529,1330916,2007,4,4,Before 2020,96,577450.0,621496.0,611040.0,492770.28571428574,526839.0
2007-04-07,A,547926,279962,827888,2007,4,5,Before 2020,97,508529.0,323073.0,625383.0,476632.14285714284,523421.9666666667
2007-04-08,U,374365,189557,563922,2007,4,6,Before 2020,98,279962.0,222200.0,616768.0,470473.4285714286,511907.93333333335
2007-04-09,W,1002171,601020,1603191,2007,4,0,Before 2020,99,189557.0,574727.0,343183.0,465810.14285714284,497667.56666666665
2007-04-10,W,1048978,629888,1678866,2007,4,1,Before 2020,100,601020.0,564461.0,237257.0,469566.28571428574,506262.13333333336
2007-04-11,W,921761,585857,1507618,2007,4,2,Before 2020,101,629888.0,565985.0,613447.0,478913.0,519349.8333333333
2007-04-12,W,1015749,617734,1633483,2007,4,3,Before 2020,102,585857.0,577450.0,648460.0,481751.85714285716,518430.1666666667
2007-04-13,W,946466,621763,1568229,2007,4,4,Before 2020,103,617734.0,508529.0,631196.0,487506.71428571426,517405.9666666667
2007-04-14,A,619468,349162,968630,2007,4,5,Before 2020,104,621763.0,279962.0,635295.0,503683.0,517091.5333333333
2007-04-15,U,447385,250988,698373,2007,4,6,Before 2020,105,349162.0,189557.0,638871.0,513568.71428571426,507553.76666666666
2007-04-16,W,1057373,622244,1679617,2007,4,0,Before 2020,106,250988.0,601020.0,432315.0,522344.5714285714,494624.3333333333
2007-04-17,W,1058244,631795,1690039,2007,4,1,Before 2020,107,622244.0,629888.0,236110.0,525376.5714285715,500955.3
2007-04-18,W,1030970,617779,1648749,2007,4,2,Before 2020,108,631795.0,585857.0,607303.0,525649.0,514144.8
2007-04-19,W,987896,617546,1605442,2007,4,3,Before 2020,109,617779.0,617734.0,620644.0,530209.2857142857,514494.0
2007-04-20,W,1049980,647296,1697276,2007,4,4,Before 2020,110,617546.0,621763.0,596843.0,530182.4285714285,514390.73333333334
2007-04-21,A,672236,371504,1043740,2007,4,5,Before 2020,111,647296.0,349162.0,620409.0,533830.0,516072.5
2007-04-22,U,474187,271708,745895,2007,4,6,Before 2020,112,371504.0,250988.0,601679.0,537021.7142857143,507775.6666666667
2007-04-23,W,1021947,617017,1638964,2007,4,0,Before 2020,113,271708.0,622244.0,326859.0,539981.7142857143,496776.63333333336
2007-04-24,W,1054294,631249,1685543,2007,4,1,Before 2020,114,617017.0,631795.0,267216.0,539235.0,506448.56666666665
2007-04-25,W,927830,604311,1532141,2007,4,2,Before 2020,115,631249.0,617779.0,604279.0,539157.0,518583.0
2007-04-26,W,954930,604957,1559887,2007,4,3,Before 2020,116,604311.0,617546.0,606509.0,537233.0,518584.06666666665
2007-04-27,W,1017433,617985,1635418,2007,4,4,Before 2020,117,604957.0,647296.0,608639.0,535434.5714285715,518532.3333333333
2007-04-28,A,657645,320088,977733,2007,4,5,Before 2020,118,617985.0,371504.0,626073.0,531247.2857142857,518843.86666666664
2007-04-29,U,467869,237595,705464,2007,4,6,Before 2020,119,320088.0,271708.0,621496.0,523902.14285714284,508644.36666666664
2007-04-30,W,1030435,599953,1630388,2007,4,0,Before 2020,120,237595.0,617017.0,323073.0,519028.85714285716,495847.6666666667
2007-05-01,W,1096741,680365,1777106,2007,5,1,Before 2020,121,599953.0,631249.0,222200.0,516591.14285714284,505077.0
2007-05-02,W,1067338,617675,1685013,2007,5,2,Before 2020,122,680365.0,604311.0,574727.0,523607.71428571426,520349.1666666667
2007-05-03,W,1102282,631926,1734208,2007,5,3,Before 2020,123,617675.0,604957.0,564461.0,525516.8571428572,521780.76666666666
2007-05-04,W,1081903,642564,1724467,2007,5,4,Before 2020,124,631926.0,617985.0,565985.0,529369.5714285715,524029.6
2007-05-05,A,664729,360852,1025581,2007,5,5,Before 2020,125,642564.0,320088.0,577450.0,532880.8571428572,526582.2333333333
2007-05-06,U,470694,266988,737682,2007,5,6,Before 2020,126,360852.0,237595.0,508529.0,538704.2857142857,519362.3
2007-05-07,W,1059535,610376,1669911,2007,5,0,Before 2020,127,266988.0,599953.0,279962.0,542903.2857142857,511310.93333333335
2007-05-08,W,1079400,648555,1727955,2007,5,1,Before 2020,128,610376.0,680365.0,189557.0,544392.2857142857,522324.73333333334
2007-05-09,W,1061512,645132,1706644,2007,5,2,Before 2020,129,648555.0,617675.0,601020.0,539848.0,537624.6666666666
2007-05-10,W,1065947,654856,1720803,2007,5,3,Before 2020,130,645132.0,631926.0,629888.0,543770.4285714285,539095.0666666667
2007-05-11,W,1050841,668098,1718939,2007,5,4,Before 2020,131,654856.0,642564.0,585857.0,547046.1428571428,539927.3333333334
2007-05-12,A,660001,329029,989030,2007,5,5,Before 2020,132,668098.0,360852.0,617734.0,550693.8571428572,542668.7
2007-05-13,U,446076,224489,670565,2007,5,6,Before 2020,133,329029.0,266988.0,621763.0,546147.7142857143,533045.2
2007-05-14,W,1017451,586905,1604356,2007,5,0,Before 2020,134,224489.0,610376.0,349162.0,540076.4285714285,519802.73333333334
2007-05-15,W,999166,604844,1604010,2007,5,1,Before 2020,135,586905.0,648555.0,250988.0,536723.4285714285,527727.5
2007-05-16,W,1028004,625297,1653301,2007,5,2,Before 2020,136,604844.0,645132.0,622244.0,530479.0,539522.7
2007-05-17,W,1043033,627116,1670149,2007,5,3,Before 2020,137,625297.0,654856.0,631795.0,527645.4285714285,539624.4666666667
2007-05-18,W,1044582,643462,1688044,2007,5,4,Before 2020,138,627116.0,668098.0,617779.0,523682.5714285714,539468.5
2007-05-19,A,684079,343947,1028026,2007,5,5,Before 2020,139,643462.0,329029.0,617546.0,520163.14285714284,540324.6
2007-05-20,U,422463,233007,655470,2007,5,6,Before 2020,140,343947.0,224489.0,647296.0,522294.28571428574,531204.6333333333
2007-05-21,W,1039954,614276,1654230,2007,5,0,Before 2020,141,233007.0,586905.0,371504.0,523511.14285714284,517395.0
2007-05-22,W,1044661,627087,1671748,2007,5,1,Before 2020,142,614276.0,604844.0,271708.0,527421.2857142857,525487.4
2007-05-23,W,1028065,623366,1651431,2007,5,2,Before 2020,143,627087.0,625297.0,617017.0,530598.8571428572,537333.3666666667
2007-05-24,W,1009067,617536,1626603,2007,5,3,Before 2020,144,623366.0,627116.0,631249.0,530323.0,537545.0
2007-05-25,W,995233,611019,1606252,2007,5,4,Before 2020,145,617536.0,643462.0,604311.0,528954.4285714285,537087.9
2007-05-26,A,556682,307727,864409,2007,5,5,Before 2020,146,611019.0,343947.0,604957.0,524319.7142857143,537311.5
2007-05-27,U,451833,270636,722469,2007,5,6,Before 2020,147,307727.0,233007.0,617985.0,519145.4285714286,527403.8333333334
2007-05-28,U,415256,254935,670191,2007,5,0,Before 2020,148,270636.0,614276.0,320088.0,524521.0,515825.5333333333
2007-05-29,W,1024735,622662,1647397,2007,5,1,Before 2020,149,254935.0,627087.0,237595.0,473186.5714285714,513653.76666666666
2007-05-30,W,1055384,637763,1693147,2007,5,2,Before 2020,150,622662.0,623366.0,599953.0,472554.4285714286,526489.3333333334
2007-05-31,W,997007,612977,1609984,2007,5,3,Before 2020,151,637763.0,617536.0,680365.0,474611.14285714284,527749.6666666666
2007-06-01,W,1079848,654251,1734099,2007,6,4,Before 2020,152,612977.0,611019.0,617675.0,473959.85714285716,525503.4
2007-06-02,A,680844,367035,1047879,2007,6,5,Before 2020,153,654251.0,307727.0,631926.0,480135.85714285716,526722.6
2007-06-03,U,461358,263646,725004,2007,6,6,Before 2020,154,367035.0,270636.0,642564.0,488608.4285714286,517892.9
2007-06-04,W,988557,611310,1599867,2007,6,0,Before 2020,155,263646.0,254935.0,360852.0,487609.85714285716,505262.3
2007-06-05,W,1067413,643474,1710887,2007,6,1,Before 2020,156,611310.0,622662.0,266988.0,538520.5714285715,513610.9
2007-06-06,W,1047624,641107,1688731,2007,6,2,Before 2020,157,643474.0,637763.0,610376.0,541493.7142857143,526160.4333333333
2007-06-07,W,1041490,656169,1697659,2007,6,3,Before 2020,158,641107.0,612977.0,648555.0,541971.4285714285,527184.8
2007-06-08,W,1025937,653397,1679334,2007,6,4,Before 2020,159,656169.0,654251.0,645132.0,548141.7142857143,527438.6
2007-06-09,A,661835,402393,1064228,2007,6,5,Before 2020,160,653397.0,367035.0,654856.0,548019.7142857143,527714.1
2007-06-10,U,466294,291979,758273,2007,6,6,Before 2020,161,402393.0,263646.0,668098.0,553070.8571428572,519298.6666666667
2007-06-11,W,1000007,645161,1645168,2007,6,0,Before 2020,162,291979.0,611310.0,329029.0,557118.4285714285,506761.36666666664
2007-06-12,W,1015390,660899,1676289,2007,6,1,Before 2020,163,645161.0,643474.0,224489.0,561954.2857142857,517299.1
2007-06-13,W,955467,654913,1610380,2007,6,2,Before 2020,164,660899.0,641107.0,586905.0,564443.5714285715,531846.1
2007-06-14,W,944081,653008,1597089,2007,6,3,Before 2020,165,654913.0,656169.0,604844.0,566415.8571428572,534113.0333333333
2007-06-15,W,1018966,670995,1689961,2007,6,4,Before 2020,166,653008.0,653397.0,625297.0,565964.2857142857,535718.5
2007-06-16,A,633038,363871,996909,2007,6,5,Before 2020,167,670995.0,402393.0,627116.0,568478.2857142857,537241.7666666667
2007-06-17,U,464411,257682,722093,2007,6,6,Before 2020,168,363871.0,291979.0,643462.0,562975.1428571428,528466.9333333333
2007-06-18,W,898272,590320,1488592,2007,6,0,Before 2020,169,257682.0,645161.0,343947.0,558075.5714285715,515607.6
2007-06-19,W,954392,618913,1573305,2007,6,1,Before 2020,170,590320.0,660899.0,233007.0,550241.1428571428,523820.0333333333
2007-06-20,W,952574,625805,1578379,2007,6,2,Before 2020,171,618913.0,654913.0,614276.0,544243.1428571428,536683.5666666667
2007-06-21,W,941671,626907,1568578,2007,6,3,Before 2020,172,625805.0,653008.0,627087.0,540084.8571428572,537067.8666666667
2007-06-22,W,915690,623048,1538738,2007,6,4,Before 2020,173,626907.0,670995.0,623366.0,536356.1428571428,537061.8666666667
2007-06-23,A,576598,336644,913242,2007,6,5,Before 2020,174,623048.0,363871.0,617536.0,529506.5714285715,537051.2666666667
2007-06-24,U,451145,346881,798026,2007,6,6,Before 2020,175,336644.0,257682.0,611019.0,525617.0,527688.2
2007-06-25,W,922491,619299,1541790,2007,6,0,Before 2020,176,346881.0,590320.0,307727.0,538359.7142857143,518883.6
2007-06-26,W,887917,623390,1511307,2007,6,1,Before 2020,177,619299.0,618913.0,270636.0,542499.5714285715,529269.3333333334
2007-06-27,W,905210,627568,1532778,2007,6,2,Before 2020,178,623390.0,625805.0,254935.0,543139.1428571428,541027.8
2007-06-28,W,927302,620611,1547913,2007,6,3,Before 2020,179,627568.0,626907.0,622662.0,543391.0,553448.9
2007-06-29,W,968906,708650,1677556,2007,6,4,Before 2020,180,620611.0,623048.0,637763.0,542491.5714285715,553380.5333333333
2007-06-30,A,680629,447188,1127817,2007,6,5,Before 2020,181,708650.0,336644.0,612977.0,554720.4285714285,555743.4333333333
2007-07-01,U,495101,354648,849749,2007,7,6,Before 2020,182,447188.0,346881.0,654251.0,570512.4285714285,550217.1333333333
2007-07-02,W,955129,644079,1599208,2007,7,0,Before 2020,183,354648.0,619299.0,367035.0,571622.0,540230.3666666667
2007-07-03,W,1048504,848262,1896766,2007,7,1,Before 2020,184,644079.0,623390.0,263646.0,575162.0,549465.1666666666
2007-07-04,U,486961,349716,836677,2007,7,2,Before 2020,185,848262.0,627568.0,611310.0,607286.5714285715,568952.3666666667
2007-07-05,W,933153,655871,1589024,2007,7,3,Before 2020,186,349716.0,620611.0,643474.0,567593.4285714285,560232.5666666667
2007-07-06,W,956208,696508,1652716,2007,7,4,Before 2020,187,655871.0,708650.0,641107.0,572630.5714285715,560645.8
2007-07-07,A,640418,398525,1038943,2007,7,5,Before 2020,188,696508.0,447188.0,656169.0,570896.0,562492.5
2007-07-08,U,443791,287948,731739,2007,7,6,Before 2020,189,398525.0,354648.0,653397.0,563944.1428571428,553904.3666666667
2007-07-09,W,896820,587889,1484709,2007,7,0,Before 2020,190,287948.0,644079.0,402393.0,554415.5714285715,541722.7333333333
2007-07-10,W,939774,610001,1549775,2007,7,1,Before 2020,191,587889.0,848262.0,291979.0,546388.4285714285,547905.9333333333
2007-07-11,W,973860,629790,1603650,2007,7,2,Before 2020,192,610001.0,349716.0,645161.0,512351.14285714284,558506.6666666666
2007-07-12,W,962640,631002,1593642,2007,7,3,Before 2020,193,629790.0,655871.0,660899.0,552361.7142857143,557994.3
2007-07-13,W,956346,676306,1632652,2007,7,4,Before 2020,194,631002.0,696508.0,654913.0,548809.0,556997.7333333333
2007-07-14,A,687968,383132,1071100,2007,7,5,Before 2020,195,676306.0,398525.0,653008.0,545923.0,557710.8333333334
2007-07-15,U,489228,289728,778956,2007,7,6,Before 2020,196,383132.0,287948.0,670995.0,543724.0,548714.9666666667
2007-07-16,W,939642,627282,1566924,2007,7,0,Before 2020,197,289728.0,587889.0,363871.0,543978.2857142857,536006.0666666667
2007-07-17,W,945057,637429,1582486,2007,7,1,Before 2020,198,627282.0,610001.0,257682.0,549605.8571428572,544786.4333333333
2007-07-18,W,939708,654848,1594556,2007,7,2,Before 2020,199,637429.0,629790.0,590320.0,553524.1428571428,557444.6666666666
2007-07-19,W,935717,648112,1583829,2007,7,3,Before 2020,200,654848.0,631002.0,618913.0,557103.8571428572,559595.6
2007-07-20,W,959207,655992,1615199,2007,7,4,Before 2020,201,648112.0,676306.0,625805.0,559548.1428571428,560568.9
2007-07-21,A,685445,366356,1051801,2007,7,5,Before 2020,202,655992.0,383132.0,626907.0,556646.1428571428,561575.1333333333
2007-07-22,U,480317,266827,747144,2007,7,6,Before 2020,203,366356.0,289728.0,623048.0,554249.5714285715,552890.1
2007-07-23,W,937452,613805,1551257,2007,7,0,Before 2020,204,266827.0,627282.0,336644.0,550978.0,541016.0666666667
2007-07-24,W,935763,624166,1559929,2007,7,1,Before 2020,205,613805.0,637429.0,346881.0,549052.7142857143,550254.7666666667
2007-07-25,W,939278,626658,1565936,2007,7,2,Before 2020,206,624166.0,654848.0,619299.0,547158.0,559497.6
2007-07-26,W,919288,624338,1543626,2007,7,3,Before 2020,207,626658.0,648112.0,623390.0,543130.8571428572,559742.9
2007-07-27,W,923332,625772,1549104,2007,7,4,Before 2020,208,624338.0,655992.0,627568.0,539734.5714285715,559774.5
2007-07-28,A,641760,380163,1021923,2007,7,5,Before 2020,209,625772.0,366356.0,620611.0,535417.4285714285,559714.6333333333
2007-07-29,U,457951,272684,730635,2007,7,6,Before 2020,210,380163.0,266827.0,708650.0,537389.8571428572,551699.7
2007-07-30,W,917757,620439,1538196,2007,7,0,Before 2020,211,272684.0,613805.0,447188.0,538226.5714285715,537167.5
2007-07-31,W,946285,637331,1583616,2007,7,1,Before 2020,212,620439.0,624166.0,354648.0,539174.2857142857,542942.5333333333
2007-08-01,W,974958,643448,1618406,2007,8,2,Before 2020,213,637331.0,626658.0,644079.0,541055.0,552365.3
2007-08-02,W,944912,650901,1595813,2007,8,3,Before 2020,214,643448.0,624338.0,848262.0,543453.5714285715,552344.2666666667
2007-08-03,W,976842,692273,1669115,2007,8,4,Before 2020,215,650901.0,625772.0,349716.0,547248.2857142857,545765.5666666667
2007-08-04,A,646378,422115,1068493,2007,8,5,Before 2020,216,692273.0,380163.0,655871.0,556748.4285714285,557184.1333333333
2007-08-05,U,457228,332786,790014,2007,8,6,Before 2020,217,422115.0,272684.0,696508.0,562741.5714285715,549392.2666666667
2007-08-06,W,908881,591244,1500125,2007,8,0,Before 2020,218,332786.0,620439.0,398525.0,571327.5714285715,537268.2
